id,CustomerNumber,item_id,description,quantity_used,delivery_frequency,delivery_day,billing_type,billing_frequency,customer_price,unit_price,billing_percentage,auto_soil_count,last_delivery_date
919,255730,31795000,Sh-Motosp Sil/Blk-Ss,22,Weekly,3,,Monthly,,,,,
920,255730,31795100,Sh-Motosp Sil/Blk-Ss,11,Weekly,3,,Monthly,,,,,
921,293733,40304234,SLIP-P-42X36,250,Weekly,3,,Monthly,,,,,
922,257408,40766615,SHEET-SNGL-DC-66X115,9,Weekly,3,,Monthly,,,,,
923,320172,40766615,SHEET-SNGL-DC-66X115,15,Weekly,3,,Monthly,,,,,
924,320172,41340000,Towel-Bath-Jumbo,15,Weekly,3,,Monthly,,,,,
925,170751,56102020,NAPKIN-BLK SPUN POLY,300,Weekly,3,,Monthly,,,,,
926,264538,56102020,NAPKIN-BLK SPUN POLY,400,Weekly,3,,Monthly,,,,,
927,265008,56282020,Napkin-Caravel-Gold,150,Weekly,3,,Monthly,,,,,
928,170682,56432020,Napkin-Caravl-Maroon,1500,Weekly,3,,Monthly,,,,,
929,314386,70623600,Dust Mop-36 Untreate,1,Weekly,3,,Monthly,,,,,
930,255730,70626000,Dust Mop-60 Untreate,1,Weekly,3,,Monthly,,,,,
931,255730,74000304,Mat-Graphic-3x4,2,Weekly,3,,Monthly,,,,,
932,319338,74000304,Mat-Graphic-3x4,1,Weekly,3,,Monthly,,,,,
933,255730,74000310,Mat-Graphic-3x10    ,1,Weekly,3,,Monthly,,,,,
934,319338,74000406,Mat-Graphic-4x6,1,Weekly,3,,Monthly,,,,,
935,321012,74000406,Mat-Graphic-4x6,1,Weekly,3,,Monthly,,,,,
936,314386,76080304,MAT-NY/RB-OX GRY-3X4,2,Weekly,3,,Monthly,,,,,
937,319338,76080304,MAT-NY/RB-OX GRY-3X4,2,Weekly,3,,Monthly,,,,,
938,321012,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,3,,Monthly,,,,,
939,314386,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,3,,Monthly,,,,,
940,170805,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,3,,Monthly,,,,,
941,266285,76080406,MAT-NY/RB-OX GRY-4X6,4,Weekly,3,,Monthly,,,,,
942,314386,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,3,,Monthly,,,,,
943,319122,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,3,,Monthly,,,,,
944,265008,83300000,F-Matic-Air Frsh Dsp,2,Weekly,3,,Monthly,,,,,
945,171559,87392121,MOP-WET-MF-FL-RD-24I,5,Weekly,3,,Monthly,,,,,
946,170805,87399023,MOP-WET-TUBE-MF-BL-L,2,Weekly,3,,Monthly,,,,,
947,202491,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,3,,Monthly,,,,,
948,265008,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,3,,Monthly,,,,,
949,265609,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,3,,Monthly,,,,,
950,314386,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,3,,Monthly,,,,,
951,319122,87399023,MOP-WET-TUBE-MF-BL-L,2,Weekly,3,,Monthly,,,,,
952,319338,87399023,MOP-WET-TUBE-MF-BL-L,7,Weekly,3,,Monthly,,,,,
953,321012,87399023,MOP-WET-TUBE-MF-BL-L,2,Weekly,3,,Monthly,,,,,
954,322340,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,3,,Monthly,,,,,
955,171559,97220000,Shirts           Cog,33,Weekly,3,,Monthly,,,,,
956,171559,97680000,Blouse           Cog,41,Weekly,3,,Monthly,,,,,
957,171559,97739900,Apron-In&Out     Cog,40,Weekly,3,,Monthly,,,,,
958,301741,1500000,APRON-BIB-SPUN-WHITE,30,Weekly,4,,Monthly,,,,,
959,278780,1640000,APRON-BIB-POLY-BLACK,10,Weekly,4,,Monthly,,,,,
960,293876,1640000,APRON-BIB-POLY-BLACK,40,Weekly,4,,Monthly,,,,,
961,309425,1640000,APRON-BIB-POLY-BLACK,4,Weekly,4,,Monthly,,,,,
962,317491,1640000,APRON-BIB-POLY-BLACK,10,Weekly,4,,Monthly,,,,,
963,322942,1640000,APRON-BIB-POLY-BLACK,50,Weekly,4,,Monthly,,,,,
964,278780,11281619,TOWEL-BARMOP-BLSTR,40,Weekly,4,,Monthly,,,,,
965,293876,11281619,TOWEL-BARMOP-BLSTR,160,Weekly,4,,Monthly,,,,,
966,294602,11281619,TOWEL-BARMOP-BLSTR,10,Weekly,4,,Monthly,,,,,
967,297870,11281619,TOWEL-BARMOP-BLSTR,25,Weekly,4,,Monthly,,,,,
968,301741,11281619,TOWEL-BARMOP-BLSTR,40,Weekly,4,,Monthly,,,,,
969,309425,11281619,TOWEL-BARMOP-BLSTR,180,Weekly,4,,Monthly,,,,,
970,317491,11281619,TOWEL-BARMOP-BLSTR,100,Weekly,4,,Monthly,,,,,
971,318811,11281619,TOWEL-BARMOP-BLSTR,40,Weekly,4,,Monthly,,,,,
972,322942,11281619,TOWEL-BARMOP-BLSTR,70,Weekly,4,,Monthly,,,,,
973,278198,11601837,TOWEL-FACE,80,Weekly,4,,Monthly,,,,,
974,278200,11601837,TOWEL-FACE,120,Weekly,4,,Monthly,,,,,
975,296403,11601837,TOWEL-FACE,120,Weekly,4,,Monthly,,,,,
976,299946,11601837,TOWEL-FACE,250,Weekly,4,,Monthly,,,,,
977,321142,11601837,TOWEL-FACE,10,Weekly,4,,Monthly,,,,,
978,278780,11720000,Towel-Kitchen,50,Weekly,4,,Monthly,,,,,
979,322942,11720000,Towel-Kitchen,140,Weekly,4,,Monthly,,,,,
980,318905,12240000,Towel-Shop-Dyed,200,Weekly,4,,Monthly,,,,,
981,319341,12240000,Towel-Shop-Dyed,100,Weekly,4,,Monthly,,,,,
982,320632,12240000,Towel-Shop-Dyed,50,Weekly,4,,Monthly,,,,,
983,318905,14200002,Twl-Micro-Grn-15x16 ,25,Weekly,4,,Monthly,,,,,
984,299945,14200003,TWL-MICRO-YLW-15X16,100,Weekly,4,,Monthly,,,,,
985,318811,14200003,TWL-MICRO-YLW-15X16,25,Weekly,4,,Monthly,,,,,
986,278198,40304234,SLIP-P-42X36,40,Weekly,4,,Monthly,,,,,
987,278200,40304234,SLIP-P-42X36,120,Weekly,4,,Monthly,,,,,
988,299946,40304234,SLIP-P-42X36,75,Weekly,4,,Monthly,,,,,
989,278198,40766615,SHEET-SNGL-DC-66X115,40,Weekly,4,,Monthly,,,,,
990,296403,40766615,SHEET-SNGL-DC-66X115,40,Weekly,4,,Monthly,,,,,
991,299946,40766615,SHEET-SNGL-DC-66X115,60,Weekly,4,,Monthly,,,,,
992,299946,41340000,Towel-Bath-Jumbo,10,Weekly,4,,Monthly,,,,,
993,321142,41340000,Towel-Bath-Jumbo,10,Weekly,4,,Monthly,,,,,
994,299946,41820000,WASH CLOTH,50,Weekly,4,,Monthly,,,,,
995,278780,56108585,Cl-Caravel-Blk-85x85,10,Weekly,4,,Monthly,,,,,
996,293876,70622400,Dust Mop-24 Untreate,1,Weekly,4,,Monthly,,,,,
997,299945,70622400,Dust Mop-24 Untreate,6,Weekly,4,,Monthly,,,,,
998,309425,70622400,Dust Mop-24 Untreate,1,Weekly,4,,Monthly,,,,,
999,318811,70622400,Dust Mop-24 Untreate,5,Weekly,4,,Monthly,,,,,
1000,318905,70622400,Dust Mop-24 Untreate,1,Weekly,4,,Monthly,,,,,
1001,322942,70622400,Dust Mop-24 Untreate,1,Weekly,4,,Monthly,,,,,
1002,299945,70623600,Dust Mop-36 Untreate,6,Weekly,4,,Monthly,,,,,
1003,299945,70701800,"MICRO F MOP-18""",100,Weekly,4,,Monthly,,,,,
1004,278780,74000304,Mat-Graphic-3x4,1,Weekly,4,,Monthly,,,,,
1005,293876,74000304,Mat-Graphic-3x4,1,Weekly,4,,Monthly,,,,,
1006,299945,74000406,Mat-Graphic-4x6,1,Weekly,4,,Monthly,,,,,
1007,318811,74000406,Mat-Graphic-4x6,2,Weekly,4,,Monthly,,,,,
1008,318905,74000406,Mat-Graphic-4x6,1,Weekly,4,,Monthly,,,,,
1009,293876,76080304,MAT-NY/RB-OX GRY-3X4,2,Weekly,4,,Monthly,,,,,
1010,294602,76080304,MAT-NY/RB-OX GRY-3X4,4,Weekly,4,,Monthly,,,,,
1011,301741,76080304,MAT-NY/RB-OX GRY-3X4,2,Weekly,4,,Monthly,,,,,
1012,309425,76080304,MAT-NY/RB-OX GRY-3X4,2,Weekly,4,,Monthly,,,,,
1013,318811,76080304,MAT-NY/RB-OX GRY-3X4,2,Weekly,4,,Monthly,,,,,
1014,318905,76080304,MAT-NY/RB-OX GRY-3X4,2,Weekly,4,,Monthly,,,,,
1015,320632,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,4,,Monthly,,,,,
1016,294602,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,4,,Monthly,,,,,
1017,278780,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,4,,Monthly,,,,,
1018,294602,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,4,,Monthly,,,,,
1019,318905,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,4,,Monthly,,,,,
1020,320632,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,4,,Monthly,,,,,
1021,297870,76280310,MAT-OXF GRY-MHL-3X10,1,Weekly,4,,Monthly,,,,,
1022,299945,76280310,MAT-OXF GRY-MHL-3X10,6,Weekly,4,,Monthly,,,,,
1023,318811,76280310,MAT-OXF GRY-MHL-3X10,1,Weekly,4,,Monthly,,,,,
1024,299945,76280406,MAT-OXF GRY-MHL-4X6,2,Weekly,4,,Monthly,,,,,
1025,278780,87399023,MOP-WET-TUBE-MF-BL-L,3,Weekly,4,,Monthly,,,,,
1026,293876,87399023,MOP-WET-TUBE-MF-BL-L,3,Weekly,4,,Monthly,,,,,
1027,297870,87399023,MOP-WET-TUBE-MF-BL-L,3,Weekly,4,,Monthly,,,,,
1028,301741,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,4,,Monthly,,,,,
1029,309425,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,4,,Monthly,,,,,
1030,317491,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,4,,Monthly,,,,,
1031,318905,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,4,,Monthly,,,,,
1032,322942,87399023,MOP-WET-TUBE-MF-BL-L,3,Weekly,4,,Monthly,,,,,
1033,299945,87399025,MOP-WET-TUBE-MF-GR-L,28,Weekly,4,,Monthly,,,,,
1034,318811,87399025,MOP-WET-TUBE-MF-GR-L,10,Weekly,4,,Monthly,,,,,
1035,318811,94020000,BLANKET-BATH,10,Weekly,4,,Monthly,,,,,
1036,321142,94020000,BLANKET-BATH,10,Weekly,4,,Monthly,,,,,
1037,299946,95071000,Gown-Child-S,10,Weekly,4,,Monthly,,,,,
1038,299946,95072000,Gown-Child-M,20,Weekly,4,,Monthly,,,,,
1039,299946,95073000,Gown-Child-L,20,Weekly,4,,Monthly,,,,,
1040,321142,95073000,Gown-Child-L,10,Weekly,4,,Monthly,,,,,
1041,299946,95150000,Gown-Patient-Print,160,Weekly,4,,Monthly,,,,,
1042,321142,95150000,Gown-Patient-Print,20,Weekly,4,,Monthly,,,,,
1043,299946,95170000,Plus Gown,20,Weekly,4,,Monthly,,,,,
1044,298364,97220000,Shirts           Cog,46,Weekly,4,,Monthly,,,,,
1045,298364,97680000,Blouse           Cog,77,Weekly,4,,Monthly,,,,,
1046,298364,97739900,Apron-In&Out     Cog,77,Weekly,4,,Monthly,,,,,
1047,238258,1640000,APRON-BIB-POLY-BLACK,10,Weekly,1,,Monthly,,,,,
1048,277484,1640000,APRON-BIB-POLY-BLACK,5,Weekly,1,,Monthly,,,,,
1049,307872,1640000,APRON-BIB-POLY-BLACK,40,Weekly,1,,Monthly,,,,,
1050,308464,1640000,APRON-BIB-POLY-BLACK,20,Weekly,1,,Monthly,,,,,
1051,319999,1640000,APRON-BIB-POLY-BLACK,20,Weekly,1,,Monthly,,,,,
1052,171256,1900000,APRON-BIB-POLY-RED,20,Weekly,1,,Monthly,,,,,
1053,321234,1900000,APRON-BIB-POLY-RED,10,Weekly,1,,Monthly,,,,,
1054,171256,11100000,GRILL-PAD,15,Weekly,1,,Monthly,,,,,
1055,277484,11100000,GRILL-PAD,6,Weekly,1,,Monthly,,,,,
1056,308464,11100000,GRILL-PAD,5,Weekly,1,,Monthly,,,,,
1057,319999,11100000,GRILL-PAD,15,Weekly,1,,Monthly,,,,,
1058,321234,11100000,GRILL-PAD,10,Weekly,1,,Monthly,,,,,
1059,171256,11281619,TOWEL-BARMOP-BLSTR,40,Weekly,1,,Monthly,,,,,
1060,238258,11281619,TOWEL-BARMOP-BLSTR,60,Weekly,1,,Monthly,,,,,
1061,261216,11281619,TOWEL-BARMOP-BLSTR,30,Weekly,1,,Monthly,,,,,
1062,277484,11281619,TOWEL-BARMOP-BLSTR,30,Weekly,1,,Monthly,,,,,
1063,287888,11281619,TOWEL-BARMOP-BLSTR,80,Weekly,1,,Monthly,,,,,
1064,297935,11281619,TOWEL-BARMOP-BLSTR,60,Weekly,1,,Monthly,,,,,
1065,304600,11281619,TOWEL-BARMOP-BLSTR,70,Weekly,1,,Monthly,,,,,
1066,307872,11281619,TOWEL-BARMOP-BLSTR,80,Weekly,1,,Monthly,,,,,
1067,319999,11281619,TOWEL-BARMOP-BLSTR,40,Weekly,1,,Monthly,,,,,
1068,321234,11281619,TOWEL-BARMOP-BLSTR,100,Weekly,1,,Monthly,,,,,
1069,171256,11720000,Towel-Kitchen,50,Weekly,1,,Monthly,,,,,
1070,238258,11720000,Towel-Kitchen,50,Weekly,1,,Monthly,,,,,
1071,264717,11720000,Towel-Kitchen,40,Weekly,1,,Monthly,,,,,
1072,277484,11720000,Towel-Kitchen,10,Weekly,1,,Monthly,,,,,
1073,287888,11720000,Towel-Kitchen,25,Weekly,1,,Monthly,,,,,
1074,308464,11720000,Towel-Kitchen,50,Weekly,1,,Monthly,,,,,
1075,319999,11720000,Towel-Kitchen,50,Weekly,1,,Monthly,,,,,
1076,264717,12240000,Towel-Shop-Dyed,50,Weekly,1,,Monthly,,,,,
1077,275540,12240000,Towel-Shop-Dyed,25,Weekly,1,,Monthly,,,,,
1078,290880,12240000,Towel-Shop-Dyed,50,Weekly,1,,Monthly,,,,,
1079,292921,12240000,Towel-Shop-Dyed,10,Weekly,1,,Monthly,,,,,
1080,301285,12240000,Towel-Shop-Dyed,20,Weekly,1,,Monthly,,,,,
1081,319766,12240000,Towel-Shop-Dyed,50,Weekly,1,,Monthly,,,,,
1082,238258,14200002,Twl-Micro-Grn-15x16 ,20,Weekly,1,,Monthly,,,,,
1083,261216,14200002,Twl-Micro-Grn-15x16 ,25,Weekly,1,,Monthly,,,,,
1084,304600,14200002,Twl-Micro-Grn-15x16 ,50,Weekly,1,,Monthly,,,,,
1085,319766,14200002,Twl-Micro-Grn-15x16 ,25,Weekly,1,,Monthly,,,,,
1086,290880,70423600,DUST MOP-LARGE,3,Weekly,1,,Monthly,,,,,
1087,290880,70442400,DUST MOP-MEDIUM,6,Weekly,1,,Monthly,,,,,
1088,261216,70622400,Dust Mop-24 Untreate,1,Weekly,1,,Monthly,,,,,
1089,304600,70622400,Dust Mop-24 Untreate,1,Weekly,1,,Monthly,,,,,
1090,238258,70623600,Dust Mop-36 Untreate,3,Weekly,1,,Monthly,,,,,
1091,287888,70623600,Dust Mop-36 Untreate,1,Weekly,1,,Monthly,,,,,
1092,297935,70623600,Dust Mop-36 Untreate,1,Weekly,1,,Monthly,,,,,
1093,290880,70626000,Dust Mop-60 Untreate,2,Weekly,1,,Monthly,,,,,
1094,261216,70742400,WET MOP-LARGE,1,Weekly,1,,Monthly,,,,,
1095,171256,74000000,Mat-Custom-Graphic  ,1,Weekly,1,,Monthly,,,,,
1096,238258,74000310,Mat-Graphic-3x10    ,2,Weekly,1,,Monthly,,,,,
1097,307872,74000310,Mat-Graphic-3x10    ,1,Weekly,1,,Monthly,,,,,
1098,307872,74000406,Mat-Graphic-4x6,2,Weekly,1,,Monthly,,,,,
1099,304600,74880406,Mat-Logo-4x6        ,1,Weekly,1,,Monthly,,,,,
1100,238258,76000000,Mat-Custom-Logo     ,1,Weekly,1,,Monthly,,,,,
1101,170422,76080304,MAT-NY/RB-OX GRY-3X4,2,Weekly,1,,Monthly,,,,,
1102,238258,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
1103,264717,76080304,MAT-NY/RB-OX GRY-3X4,5,Weekly,1,,Monthly,,,,,
1104,275540,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
1105,277484,76080304,MAT-NY/RB-OX GRY-3X4,3,Weekly,1,,Monthly,,,,,
1106,304600,76080304,MAT-NY/RB-OX GRY-3X4,2,Weekly,1,,Monthly,,,,,
1107,308464,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
1108,319999,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
1109,321234,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
1110,170422,76080310,MAT-NY/RB-OX GRY3X10,2,Weekly,1,,Monthly,,,,,
1111,238258,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,1,,Monthly,,,,,
1112,261216,76080310,MAT-NY/RB-OX GRY3X10,3,Weekly,1,,Monthly,,,,,
1113,287888,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,1,,Monthly,,,,,
1114,297935,76080310,MAT-NY/RB-OX GRY3X10,2,Weekly,1,,Monthly,,,,,
1115,170422,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
1116,287888,76080406,MAT-NY/RB-OX GRY-4X6,2,Weekly,1,,Monthly,,,,,
1117,297935,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
1118,308464,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
1119,319999,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
1120,292921,80101100,TOWEL-ROLL-BLUE-LRG,1,Weekly,1,,Monthly,,,,,
1121,304600,87392022,MOP-WET-TUBE-MF-BL-M,2,Weekly,1,,Monthly,,,,,
1122,297935,87392023,MOP-WET-TUBE-MF-BL-L,1,Weekly,1,,Monthly,,,,,
1123,171256,87399023,MOP-WET-TUBE-MF-BL-L,2,Weekly,1,,Monthly,,,,,
1124,238258,87399023,MOP-WET-TUBE-MF-BL-L,8,Weekly,1,,Monthly,,,,,
1125,277484,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,1,,Monthly,,,,,
1126,287888,87399023,MOP-WET-TUBE-MF-BL-L,2,Weekly,1,,Monthly,,,,,
1127,290880,87399023,MOP-WET-TUBE-MF-BL-L,14,Weekly,1,,Monthly,,,,,
1128,307872,87399023,MOP-WET-TUBE-MF-BL-L,3,Weekly,1,,Monthly,,,,,
1129,308464,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,1,,Monthly,,,,,
1130,319999,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,1,,Monthly,,,,,
1131,321234,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,1,,Monthly,,,,,
1132,170671,11281619,TOWEL-BARMOP-BLSTR,35,Weekly,1,,Monthly,,,,,
1133,274314,11281619,TOWEL-BARMOP-BLSTR,120,Weekly,1,,Monthly,,,,,
1134,317097,11281619,TOWEL-BARMOP-BLSTR,10,Weekly,1,,Monthly,,,,,
1135,317102,11281619,TOWEL-BARMOP-BLSTR,20,Weekly,1,,Monthly,,,,,
1136,317104,11281619,TOWEL-BARMOP-BLSTR,50,Weekly,1,,Monthly,,,,,
1137,317105,11281619,TOWEL-BARMOP-BLSTR,40,Weekly,1,,Monthly,,,,,
1138,317106,11281619,TOWEL-BARMOP-BLSTR,120,Weekly,1,,Monthly,,,,,
1139,317107,11281619,TOWEL-BARMOP-BLSTR,200,Weekly,1,,Monthly,,,,,
1140,317105,11601837,TOWEL-FACE,20,Weekly,1,,Monthly,,,,,
1141,317106,11601837,TOWEL-FACE,15,Weekly,1,,Monthly,,,,,
1142,317107,11601837,TOWEL-FACE,80,Weekly,1,,Monthly,,,,,
1143,283612,11720000,Towel-Kitchen,75,Weekly,1,,Monthly,,,,,
1144,283613,11720000,Towel-Kitchen,75,Weekly,1,,Monthly,,,,,
1145,317099,11720000,Towel-Kitchen,70,Weekly,1,,Monthly,,,,,
1146,317102,11720000,Towel-Kitchen,200,Weekly,1,,Monthly,,,,,
1147,317103,11720000,Towel-Kitchen,195,Weekly,1,,Monthly,,,,,
1148,293382,12221818,Towel-Shop-Blue,25,Weekly,1,,Monthly,,,,,
1149,313946,12221818,Towel-Shop-Blue,100,Weekly,1,,Monthly,,,,,
1150,170898,12240000,Towel-Shop-Dyed,100,Weekly,1,,Monthly,,,,,
1151,257021,12240000,Towel-Shop-Dyed,50,Weekly,1,,Monthly,,,,,
1152,302083,12240000,Towel-Shop-Dyed,100,Weekly,1,,Monthly,,,,,
1153,314174,12240000,Towel-Shop-Dyed,50,Weekly,1,,Monthly,,,,,
1154,317168,12240000,Towel-Shop-Dyed,500,Weekly,1,,Monthly,,,,,
1155,319411,12240000,Towel-Shop-Dyed,50,Weekly,1,,Monthly,,,,,
1156,171474,12301818,TOWEL-SHOP-WHITE,300,Weekly,1,,Monthly,,,,,
1157,256387,12301818,TOWEL-SHOP-WHITE,200,Weekly,1,,Monthly,,,,,
1158,256387,12940000,COVER-FENDER-AUTO,8,Weekly,1,,Monthly,,,,,
1159,317168,12940000,COVER-FENDER-AUTO,10,Weekly,1,,Monthly,,,,,
1160,317102,14200000,MICF TWL 16X16 YEL,100,Weekly,1,,Monthly,,,,,
1161,256387,14200002,Twl-Micro-Grn-15x16 ,25,Weekly,1,,Monthly,,,,,
1162,317097,14200002,Twl-Micro-Grn-15x16 ,20,Weekly,1,,Monthly,,,,,
1163,317099,14200002,Twl-Micro-Grn-15x16 ,50,Weekly,1,,Monthly,,,,,
1164,317103,14200002,Twl-Micro-Grn-15x16 ,150,Weekly,1,,Monthly,,,,,
1165,317104,14200002,Twl-Micro-Grn-15x16 ,80,Weekly,1,,Monthly,,,,,
1166,290906,40304234,SLIP-P-42X36,25,Weekly,1,,Monthly,,,,,
1167,256387,41340000,Towel-Bath-Jumbo,10,Weekly,1,,Monthly,,,,,
1168,290906,41340000,Towel-Bath-Jumbo,140,Weekly,1,,Monthly,,,,,
1169,256387,41720000,Towel-School-Yellow,30,Weekly,1,,Monthly,,,,,
1170,317168,70402032,MOP-WET-TB-MF-BL-XL,2,Weekly,1,,Monthly,,,,,
1171,170671,70622400,Dust Mop-24 Untreate,1,Weekly,1,,Monthly,,,,,
1172,171474,70622400,Dust Mop-24 Untreate,1,Weekly,1,,Monthly,,,,,
1173,274314,70622400,Dust Mop-24 Untreate,1,Weekly,1,,Monthly,,,,,
1174,317099,70622400,Dust Mop-24 Untreate,2,Weekly,1,,Monthly,,,,,
1175,317102,70622400,Dust Mop-24 Untreate,13,Weekly,1,,Monthly,,,,,
1176,317103,70622400,Dust Mop-24 Untreate,11,Weekly,1,,Monthly,,,,,
1177,317104,70622400,Dust Mop-24 Untreate,10,Weekly,1,,Monthly,,,,,
1178,171474,70623600,Dust Mop-36 Untreate,4,Weekly,1,,Monthly,,,,,
1179,256387,70623600,Dust Mop-36 Untreate,1,Weekly,1,,Monthly,,,,,
1180,283613,70623600,Dust Mop-36 Untreate,1,Weekly,1,,Monthly,,,,,
1181,317102,70623600,Dust Mop-36 Untreate,9,Weekly,1,,Monthly,,,,,
1182,317103,70623600,Dust Mop-36 Untreate,8,Weekly,1,,Monthly,,,,,
1183,317104,70623600,Dust Mop-36 Untreate,4,Weekly,1,,Monthly,,,,,
1184,317168,70623600,Dust Mop-36 Untreate,2,Weekly,1,,Monthly,,,,,
1185,317099,70626000,Dust Mop-60 Untreate,1,Weekly,1,,Monthly,,,,,
1186,317102,70626000,Dust Mop-60 Untreate,7,Weekly,1,,Monthly,,,,,
1187,317103,70626000,Dust Mop-60 Untreate,6,Weekly,1,,Monthly,,,,,
1188,317104,70626000,Dust Mop-60 Untreate,3,Weekly,1,,Monthly,,,,,
1189,317099,70701800,"MICRO F MOP-18""",5,Weekly,1,,Monthly,,,,,
1190,171474,70742400,WET MOP-LARGE,11,Weekly,1,,Monthly,,,,,
1191,257021,76080304,MAT-NY/RB-OX GRY-3X4,2,Weekly,1,,Monthly,,,,,
1192,274314,76080304,MAT-NY/RB-OX GRY-3X4,3,Weekly,1,,Monthly,,,,,
1193,283612,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
1194,293382,76080304,MAT-NY/RB-OX GRY-3X4,3,Weekly,1,,Monthly,,,,,
1195,302083,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
1196,313946,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
1197,317097,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
1198,317168,76080304,MAT-NY/RB-OX GRY-3X4,10,Weekly,1,,Monthly,,,,,
1199,319411,76080304,MAT-NY/RB-OX GRY-3X4,3,Weekly,1,,Monthly,,,,,
1200,170671,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,1,,Monthly,,,,,
1201,256387,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,1,,Monthly,,,,,
1202,257021,76080310,MAT-NY/RB-OX GRY3X10,2,Weekly,1,,Monthly,,,,,
1203,283612,76080310,MAT-NY/RB-OX GRY3X10,2,Weekly,1,,Monthly,,,,,
1204,283613,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,1,,Monthly,,,,,
1205,290906,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,1,,Monthly,,,,,
1206,302083,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,1,,Monthly,,,,,
1207,313946,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,1,,Monthly,,,,,
1208,317168,76080310,MAT-NY/RB-OX GRY3X10,7,Weekly,1,,Monthly,,,,,
1209,170671,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
1210,170898,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
1211,171474,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
1212,226078,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
1213,256387,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
1214,283612,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
1215,283613,76080406,MAT-NY/RB-OX GRY-4X6,2,Weekly,1,,Monthly,,,,,
1216,313946,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
1217,317168,76080406,MAT-NY/RB-OX GRY-4X6,2,Weekly,1,,Monthly,,,,,
1218,319411,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
1219,256387,76140304,MAT-NYL/RUBR-SAFETY,1,Weekly,1,,Monthly,,,,,
1220,170671,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,1,,Monthly,,,,,
1221,283612,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,1,,Monthly,,,,,
